tag_id,tag_name,tag_category,pubchem_classification,mesh_id
202,"Use (kg; approx.) in Germany (2009): >100; Consumption (g per capita; approx.) in Germany (2009): 0.00122; Calculated removal (%): 75.1; S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia",use_and_manufacturing,Uses,
203,"Naturally occurs in some essential oils, honeys, and teas; Used to make penicillin G, penicillin derivatives, and its esters; Also used as a fungicide, flavoring agent, lab reagent, and starting material for synthetic perfumes; [HSDB] A metabolite of phen",use_and_manufacturing,Uses,
204,"CIR ingredient: m-Cresol; Used to make synthetic resins; Also used in disinfectants, photographic developers, explosives, fungicides, and as an industrial solvent; [Merck Index] Used in combination with 2,4-xylenol (CAS# 105-67-9) as a bactericide/bacteri",use_and_manufacturing,Uses,
205,"Used to carry aroma of butter and other food flavors; [Hawley] Diacetyl occurs naturally in butter, cheese, yogurt, milk, coffee, cocoa, honey, tobacco smoke, beer, wine, and a number of flowers and plant extracts; [ACGIH]; See Reference #2 for the OSHA N",use_and_manufacturing,Uses,
206,"CIR ingredient: Glycyrrhizic Acid; The active principle extracted from licorice root; Used as a humectant in tobacco and as a flavor in confectionery and pharmaceuticals; [Hawley]; Foaming agent in root beer and mouthwashes, as sweetener in chocolate, coc",use_and_manufacturing,Uses,
207,Chemical probe to explore signal transduction pathways; Currently Genistein is being studied in clinical trials as a treatment for prostate cancer.; Cosmetics product ingredient: Genistein; Reason for Listing: Listed as a reproductive or developmental tox,use_and_manufacturing,Uses,
208,"Constituent of oils of citronella, neroli, cyclamen, lemon grass, tuberose, rose, musk, balsam Peru, and tolu; [Merck Index] An insect hormone; Used in perfumes and as a flavoring agent; [Hawley]; For farnesol (USEPA/OPP Pesticide Code: 128910) ACTIVE pro",use_and_manufacturing,Uses,
209,"The most important provitamin A; Found in plants and animals and used to color foods yellow, as an ultraviolet screen, and as a vitamin A precursor; [Merck Index] Used as flavoring agent, antioxidant, color, nutritional supplement, processing aid, and sur",use_and_manufacturing,Uses,
210,"Ca2+ channel blocker and antiplatelet agent /Protopine hydrochloride/; MEDICATION; It has been found to inhibit histamine H1 receptors and platelet aggregation, and acts as an opioid analgesic.",use_and_manufacturing,Uses,
211,"Sanguinarine is found in opium poppy. Consumption of Sanguinarine, present in poppy seeds and in the oil of <i>Argemone mexicana</i> which has been used as an adulterant for mustard oil in India, has been linked to development of glaucoma. It is also foun",use_and_manufacturing,Uses,
212,"CIR ingredient: Caffeine; Occurs naturally in tea leaves, coffee beans, cocoa beans, mate leaves, guarana paste, and kola nuts; [Merck Index] Used in beverages, cardiac and respiratory stimulants, and diuretics; [HSDB] Also used in cosmetics; [eChemPortal",use_and_manufacturing,Uses,
213,Fragrance Ingredients; Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes; Flavoring Agents -> JECFA Flavorings Index; Information on 1 consumer products that contain Nerolidol in the following categories is provided:; • Personal Care; Inf,use_and_manufacturing,Uses,
214,Active component in the flotation reagent Quebracho; [HSDB] Precursor of the aromatic nucleus of tocopherols synthesized by algae and higher plants; Also a precursor in the biosynthesis of the naphthoquinone ring of vitamin K by plants and bacteria; L-tyr,use_and_manufacturing,Uses,
215,"CIR ingredient: Propylene Glycol; Used in antifreeze and deicing solutions for cars, boats, and aircraft; also used as a solvent for paints and plastics and to create harmless, artificial smoke for training and theatrical purposes; [ATSDR ToxFAQs]; Painti",use_and_manufacturing,Uses,
216,CIR ingredient: Glycyrrhetinic Acid; Cosmetics -> Skin conditioning,use_and_manufacturing,Uses,
217,"CIR ingredient: Ethylene Glycol; Ethylene glycol is used as antifreeze in cooling and heating systems, in hydraulic brake fluids, as an industrial humectant, as an ingredient of electrolytic condensers, as a solvent in the paint and plastics industries, i",use_and_manufacturing,Uses,
218,"Medicine (cathartic); This compound is used as a cathartic and a dye intermediate.; Emodin is a mycotoxin and naturally occurring anthraquinone present in the roots and barks of numerous plants, such as rhubarb. It is an active ingredient of Chinese herbs",use_and_manufacturing,Uses,
219,The major hallucinogenic constituent of the sacred Mexican mushroom Teonanacatl; A controlled substance and psychomimetic; [Merck Index] Alkaloid found in certain mushrooms; [Hawley]; Hallucinogens; The use of hallucinogenic mushrooms predates the arrival,use_and_manufacturing,Uses,
220,Psilocin is a psychedelic (hallucinogenic) mushroom alkaloid. It is found in most psychedelic mushrooms together with its phosphorylated counterpart psilocybin. Psilocin is the pharmacologically active agent in the body after ingestion of psilocybin or ps,use_and_manufacturing,Uses,
221,Use (kg; approx.) in Germany (2009): >2500; Consumption (g per capita; approx.) in Germany (2009): 0.0305; Excretion rate: 1; Calculated removal (%): 46.4,use_and_manufacturing,Uses,
222,"Naturally occurs in the volatiles of pineapple essence; Used to make fragrance ingredients; [IUCLID] A flavoring agent that naturally occurs in roasted chicken and wine; [EFSA] Used in fuel formulation, as a monomer in polymer production, and to make larg",use_and_manufacturing,Uses,
223,"Notoginsenoside-R1 has been shown to exhibit antioxidant, anti-inflammatory, antiapoptotic, and immunostimulatory properties.; MEDICATION",use_and_manufacturing,Uses,
224,CIR ingredient: Kefiran,use_and_manufacturing,Uses,
226,Information on 1 consumer products that contain Chrysanthemum Parthenium Extract in the following categories is provided:; • Personal Care,use_and_manufacturing,Uses,
227,CIR ingredient: Fucose; Found in seaweed; [Merck Index],use_and_manufacturing,Uses,
230,"In beverages to impart grapefruit flavor; in fragrance compositions with other citrus oils.; Potential bio-based pesticide to kill ants, termites, mosquitoes, cockroaches, and ticks, including Ixodes scapularis (blacklegged tick), whose bite can transmit ",use_and_manufacturing,Uses,
231,An intermediate in the biosynthesis of ... /CNS depressant/ analgesics such as morphine and codeine.,use_and_manufacturing,Uses,
232,"Analgesics, Opioid; Antitussive Agents; Narcotics; Codeine (DEA Code Number: 9050) is a Schedule II controlled substance.; Schedule II Controlled Substance: (A) The drug or other substance has a high potential for abuse; (B) The drug or other substance ha",use_and_manufacturing,Uses,
233,"This is a /DEA:/ Schedule II controlled substance.; ... semisynthetic opioid antitussive and analgesic; MEDICATION (VET); MEDICATION; Analgesics, Opioid; Antitussive Agents; Narcotics; Use (kg) in USA (2002): 28600; Consumption (g per capita) in the USA (",use_and_manufacturing,Uses,
234,Oxycodone (DEA Code Number: 9143) is a Schedule II controlled substance.; Schedule II Controlled Substance: (A) The drug or other substance has a high potential for abuse; (B) The drug or other substance has a currently accepted medical use in treatment i,use_and_manufacturing,Uses,
235,"Analgesics, Opioid; Narcotics; Hydromorphone (DEA Code Number: 9150) is a Schedule II controlled substance.; Schedule II Controlled Substance: (A) The drug or other substance has a high potential for abuse; (B) The drug or other substance has a currently ",use_and_manufacturing,Uses,
236,MEDICATION; Use (kg; approx.) in Germany (2009): >1000; Consumption (g per capita; approx.) in Germany (2009): 0.0122; Excretion rate: 1; Calculated removal (%): 46.5; Pharmaceuticals,use_and_manufacturing,Uses,
237,Dyes,use_and_manufacturing,Uses,
238,Used as a biofuel; [Amyris MSDS]; Other (specify); Solvents (for cleaning or degreasing); Solvent,use_and_manufacturing,Uses,
239,"CIR ingredient: Behenyl Alcohol; Used in synthetic fibers and lubricants and as an evaporation retardant on water surfaces; [HSDB] Used to treat benign prostatic hypertrophy; [Merck Index]; Synthetic fibers, lubricants, evaporation retardant on water surf",use_and_manufacturing,Uses,
240,A non-essential amino acid; Has been used in the treatment of hyperammonemia; [Merck Index]; Use (kg; approx.) in Germany (2009): >25000; Consumption (g per capita; approx.) in Germany (2009): 0.305; Calculated removal (%): 92.1; Used for nutritional supp,use_and_manufacturing,Uses,
241,"Chief constituent of oil of eucalyptus; [Merck Index] Used in pharmaceuticals (cough syrups and expectorants); Also used as a flavoring agent, fragrance, disinfectant, and solvent; [HSDB] Eucalyptus oil contains up to 70% eucalyptol; [Goldfrank, p. 625]; ",use_and_manufacturing,Uses,
242,"Occurs in many essential oils; [Merck Index] Used as a food additive, flavoring agent, chemical intermediate, camphor substitute, mothproofing tablet, feedstock for polymerized terpene resins, fragrance, and plasticizer for resins and lacquers; [HSDB]; Ch",use_and_manufacturing,Uses,
243,CIR ingredient: Oleamide MEA; Cosmetics -> Foam boosting; Antistatic; Viscosity controlling; Surfactant (surface active agent),use_and_manufacturing,Uses,
244,Fragrance Ingredients; Flavoring Agents -> JECFA Flavorings Index; Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes,use_and_manufacturing,Uses,
245,"Used in oxyethylene welding, chemical manufacturing, fruit ripening; Has been used as a general anesthetic; [Merck Index]; Gas Welding and Cutting [Category: Weld]; For ethylene (USEPA/OPP Pesticide Code: 041901) ACTIVE products with label matches. /SRP: ",use_and_manufacturing,Uses,
247,"Used to make gallic acid esters, tannins, paper, pyrogallol, and inks; as photographic developer; in tanning and dyeing; to test for free mineral acids, dihydroxyacetone, and alkaloids; in pharmaceuticals; in engraving of lithography; as an analytical rea",use_and_manufacturing,Uses,
248,"Used in carbonated beverages, fire extinguishers, dry ice, and propellants; A product of fermentation; [ACGIH] A product of animal metabolism and released when organic materials burn; a constituent of the earth's atmosphere at about 0.03% by volume; [Merc",use_and_manufacturing,Uses,
249,"The naturally occurring form of malic acid present in apples and other plants; Used as a chemical intermediate, chelating agent, buffering agent, flavoring agent, and acidulant for foods; [Merck Index] Used as a flavoring agent, antimicrobial agent, pH co",use_and_manufacturing,Uses,
250,Burning Natural Polymers [Category: Burn]; Welding Over Coatings [Category: Weld]; Burning Synthetic Polymers [Category: Burn]; Burning biomass fuel for cooking and heating [Category: Environments],use_and_manufacturing,Uses,
251,"Used as an emulsifier and in humectants, plasticizers, fungicides, and cosmetics (for synthetic suntan); [Hawley]; Farming (Pesticides) [Category: Industry]; Intermediate, emulsifier, humectant, plasticizers, fungicides, cosmetics (creates synthetic sunta",use_and_manufacturing,Uses,
252,Fragrance Ingredients; Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes,use_and_manufacturing,Uses,
253,Present in wheat grains and many other plants; [Merck Index]; Synthetic Polymer MALDI Matrix Compounds; Flavoring Agents -> JECFA Flavorings Index,use_and_manufacturing,Uses,
254,"CIR ingredient: Pyrocatechol; Catechol is used as a photographic developer, a developer for fur dyes, as an intermediate for antioxidants in rubber and lubricating oils, in polymerization inhibitors, and in pharmaceuticals.; Used in the photography, rubbe",use_and_manufacturing,Uses,
255,From heartwood of Pinus monticola; [Merck Index],use_and_manufacturing,Uses,
256,"Used as a research chemical, anti-viral agents, anti-tumor, bowel disease and skin conditions. Active ingredient in chamomile, used for indigestion ...; Has been used to dye chromium mordanted wool yellow. The color is fast to soap.; Direct dye ... limite",use_and_manufacturing,Uses,
257,Styrene is used predominately in the production of polystyrene plastics and resins. Styrene is also used as an intermediate in the synthesis of materials used for ion exchange resins and to produce copolymers.; Styrene is used extensively in the manufactu,use_and_manufacturing,Uses,
258,"In insect control, raspberry ketone is a strong attractant for the melon fly Dacus cucurbitae and a large group of its close relatives.; Used in fruit flavors, particularly in raspberry compositions.; Used in perfumery, in cosmetics, and as a food additiv",use_and_manufacturing,Uses,
259,"Used to make local anesthetics, folic acid, and azo dyes; Also used in feed additives, sunscreens, and medications; [HSDB] Occurs naturally as B complex factor--about 10-100 ppm in brewer's yeast;; Farming (Feed Additives) [Category: Industry]; For 4-amin",use_and_manufacturing,Uses,
260,Cosmetics -> Cosmetic colorant; Information on 1 consumer products that contain CI 75100 in the following categories is provided:; • Inside the Home,use_and_manufacturing,Uses,
261,"Occurs in several essential oils; Used in perfumes and flavors; [Hawley]; Perfumery, flavoring; Used as a synthetic flavoring substance and adjuvant.; Used frequently in perfumery to create not only flowery-fruity nuances (example, rose), but also for cit",use_and_manufacturing,Uses,
262,Naturally produced by the body (endogenous).,use_and_manufacturing,Uses,
263,"Found in neroli, ylang-ylang, bergamot, other essential oils, and grape juice; [Merck Index] Used to make perfumes and flavors; Effectively tested as a non-toxic and non-lethal bird repellent; Can also be added to liquids to protect migratory birds from c",use_and_manufacturing,Uses,
264,A unit of cellulose and lichenin; Not naturally occurring; [Merck Index],use_and_manufacturing,Uses,
265,"The primary use of methyl ethyl ketone is as a solvent in processes involving gums, resins, cellulose acetate, and cellulose nitrate.; Used as a solvent for surface coatings, oils, resins, artificial leather, rubbers, and glues; usually found in mixtures ",use_and_manufacturing,Uses,
266,Permitted for use as an inert ingredient in non-food pesticide products; [EPA] Used as flavoring agent or adjuvant; [FDA] Used to make printed circuit boards and in the flavoring and fragrance industries; [OSHA]; Fragrance Ingredients; Flavouring Agent ->,use_and_manufacturing,Uses,
268,"CIR ingredient: Dodecanedioic Acid; Used as intermediate for plasticizers, lubricants, adhesives, polyesters, and others; [Hawley]; INTERMEDIATE; Lubricants and lubricant additives; Plasticizers; Corrosion inhibitors and anti-scaling agents; Adhesives and",use_and_manufacturing,Uses,
269,"A metabolite of benzene that is reportedly a reliable indicator of occupational exposure; [ChemIDplus] t,t-Muconic acid in urine (500 ug/g creatinine at end of shift) is used as a BEI for benzene; [TLVs and BEIs]",use_and_manufacturing,Uses,
271,"Used as a solvent and as an intermediate in the manufacturing of resins and wetting agents;  [Merck Index # 4305] Used as a solvent for tanning agents, dyes, and resins; also used in sealants, cements, and furan and urea-formaldehyde polymers; [HSDB] The ",use_and_manufacturing,Uses,
272,"CIR ingredient: Acetic Acid; Used to manufacture acetic anhydride and other organic chemicals used in the plastic, pharmaceutical, dye, insecticide, textile, rubber, and photographic industries; [ACGIH] Used in photography (stop bath); [www.ci.tucson.az.u",use_and_manufacturing,Uses,
275,CIR ingredient: Xylobiose,use_and_manufacturing,Uses,
276,Found in many plants and animals; [Merck Index]; EPA Safer Chemical Functional Use Classes -> Processing Aids and Additives; Safer Chemical Classes ->  Green circle - The chemical has been verified to be of low concern; Cosmetics -> Buffering; Humectant; ,use_and_manufacturing,Uses,
277,"CIR ingredient: Maltose; Used as a nutrient, sweetener, stabilizer for polysulfides, and in pharmaceuticals; [Merck Index] Used as a nutritive sweetener; [FDA] Permitted for use as an inert ingredient in non-food pesticide products; [EPA]; Fragrance Ingre",use_and_manufacturing,Uses,
279,Adhesives and sealant chemicals; Lubricants and lubricant additives; Plasticizers; Paint additives and coating additives not described by other categories,use_and_manufacturing,Uses,
280,"This is an endogenously produced metabolite found in the human body. It is used in metabolic reactions, catabolic reactions or waste generation.; Cosmetics -> Hair conditioning",use_and_manufacturing,Uses,
282,"CIR ingredient: Glycerin; Used as a solvent, humectant, plasticizer, emollient, sweetener, coating for paper, antifreeze for automobiles, and fluid for gas meters, hydraulic jacks, and shock absorber; Also used to make nitroglycerol (dynamite), cosmetics,",use_and_manufacturing,Uses,
283,Used as a carrier for aromas and flavors; [Hawley]; Aroma carrier; prepn of flavors & essences; ... Used for flavoring margarine.; Fragrance Ingredients; Flavouring Agent -> FLAVOURING_AGENT;  -> JECFA Functional Classes; Flavoring Agents -> JECFA Flavori,use_and_manufacturing,Uses,
285,"CIR ingredient: Tristearin; Found in various animal and vegetable fats; [Merck Index] Used in textile sizes, candles, soaps, adhesive pastes, and metal polishes; Also used for water-proofing paper, for leather stuffing, as a food additive (crystallization",use_and_manufacturing,Uses,
286,CIR ingredient: Ethyl Acetate; Used as a solvent for organic chemicals and surface coatings; [ACGIH]; Painting (Solvents) [Category: Paint]; Intalagio printing [Category: Hobbies]; For ethyl acetate (USEPA/OPP Pesticide Code: 044003) there are 0 labels ma,use_and_manufacturing,Uses,
288,CIR ingredient: Fructose; Sweetest of the sugars found in fruits and honey; Added to ice cream to prevent sandiness; [Merck Index] Used as a preservative and as an intravenous infusion in parenteral feeding; [ChemIDplus] Used as an additive to food/foodst,use_and_manufacturing,Uses,
289,"Used in soaps, cosmetics, perfumes, insect attractants, foods, and beverages; [HSDB] Occurs naturally in oil of rose, oil of palmarosa, citronella, lemon grass, and other essential oils; [Merck Index] One of the most common terpenoid chemicals used in soa",use_and_manufacturing,Uses,
290,Cosmetics -> Skin conditioning,use_and_manufacturing,Uses,
291,"In enzyme preparations used to make instant coffee, bread, fruit juice, and wine; [JECFA] Permitted for use as an inert ingredient in non-food pesticide products; [EPA]; EPA Safer Chemical Functional Use Classes -> Enzymes and Enzyme Stabilizers; Safer Ch",use_and_manufacturing,Uses,
292,"Main component of linaloe oil; Also found in oils of Ceylon cinnamon, sassafras, orange flower, and bergamot;  [Merck Index] Found in citrus peel oils (especially orange); [Hawley] Used in perfumes, fragrances, flavoring agents, household cleaners, and in",use_and_manufacturing,Uses,
293,"Used in solvent extraction in petroleum refining; used as a solvent for rubber cements, resins, and dyes; also used as a flavoring agent and chemical intermediate; [HSDB] Used to make furan-based chemicals; Decomposes into furan above 250 deg C; Polymeriz",use_and_manufacturing,Uses,
294,Information on 1 consumer products that contain Timonacic in the following categories is provided:; • Personal Care,use_and_manufacturing,Uses,
297,"CIR ingredient: Theobromine; MEDICATION; MEDICATION (VET); Theobromine is used principally to make caffeine. Formerly, theobromine and its derivatives were used in diuretics, myocardial stimulants, vasodilators and smooth muscle relaxants. Theobromine sal",use_and_manufacturing,Uses,
298,Pharmaceuticals,use_and_manufacturing,Uses,
299,Used as a urinary antiseptic; [Merck Index]; Cosmetics -> Antimicrobial; Intermediate; Processing aids not otherwise specified,use_and_manufacturing,Uses,
300,"l-Form: in rose and geranium oils; d-Form: in Ceylon and Java citronella oils; Used in perfumery; [Merck Index] Permitted for use as an inert ingredient in non-food pesticide products; [EPA] Present in over 30 essential oils, fruits, edible plants, wine, ",use_and_manufacturing,Uses,
301,Fragrance Ingredients; Flavoring Agents -> JECFA Flavorings Index,use_and_manufacturing,Uses,
302,"CIR ingredient: Ethyl Lactate; Used as a solvent substitute for glycol ethers in photolithography in the semiconductor manufacturing industry; used in some nail polish removers; [Sullivan, p. 450-1] Used as a solvent for resins, dyes, and coatings; has FD",use_and_manufacturing,Uses,
303,"Antioxidants useful in cosmetics. /From table/; Flavone dye; Kaempferol is a natural flavonoid which has been isolated from Delphinium, Witch-hazel, grapefruit, and other plant sources.",use_and_manufacturing,Uses,
304,"CIR ingredient: Betaine; Occurs naturally in plants and animals; Used in the treatment of homocystinuria; [Merck Index] Used in soldering and resin curing fluxes, in organic synthesis, and in fisheries (promotes fish survival and aids transfer of salmon a",use_and_manufacturing,Uses,
305,"Used in perfumery, cosmetics, shampoos, emulsifiers, detergents, and food flavors;  Also used as a solvent (esters, coatings, lacquers, printing inks, textile additives, and pesticides), citric acid extractant, frothing agent, antifoaming agent in drillin",use_and_manufacturing,Uses,
306,"Used to produce plasticizers, lubricants, petroleum additives, herbicides, surface active chemicals, and solvents; [Merck Index, 2855] Used in the perfume industry; [HSDB]; For 1-decanol (USEPA/OPP Pesticide Code: 079038) ACTIVE products with label matche",use_and_manufacturing,Uses,
307,"Used to manufacture sulfuric acid esters (wetting agents) and in synthetic detergents, lube additives, pharmaceuticals, rubber, textiles, and perfumes; Also used as a flavoring agent and as a foam stabilizer for alcohol sulfate surfactants; [HSDB] Used to",use_and_manufacturing,Uses,
308,"CIR ingredient: Myristyl Alcohol; Used as a chemical intermediate, emulsion stabilizer, fragrance, and viscosity increasing agent; Used in plasticizers, anti-foam agents, soaps, perfumes, detergents, suppositories, creams, shampoos, toothpaste, and cleani",use_and_manufacturing,Uses,
309,"CIR ingredient: Stearyl Alcohol; Used as a substitute for cetyl alcohol in pharmaceutical dispensing; in cosmetic creams and perfumery; in textile oils and finishes; as an antifoam agent; and in lubricants, resins, and surface active agents; Synthetic ste",use_and_manufacturing,Uses,
310,"CIR ingredient: Oleyl Alcohol; Present in fish oils; [Merck Index] Used to make its sulfuric esters (detergents and wetting agents) and in carbon paper, stencil paper, printing inks, and bath oils; Used as metal cutting lubricant, plasticizer, softener an",use_and_manufacturing,Uses,
311,Cosmetics -> Buffering,use_and_manufacturing,Uses,
314,Naturally produced by the body (endogenous).; Fragrance Ingredients,use_and_manufacturing,Uses,
318,Food Additives -> PRESERVATIVE;  -> JECFA Functional Classes; Cosmetics -> Antimicrobial,use_and_manufacturing,Uses,
319,"Hydrogen sulfide is produced naturally by decaying organic matter and is released from sewage sludge, liquid manure, sulfur hot springs, and natural gas. It is a byproduct of many industrial processes including petroleum refining, tanning, mining, wood pu",use_and_manufacturing,Uses,
320,"Used as a solvent for inks and degreasing; Used as an intermediate for chemical synthesis; [HSDB]; Metal Degreasing [Category: Clean]; Pulp and Paper Processing [Category: Industry]; Textiles (Printing, Dyeing, or Finishing) [Category: Industry]; It is us",use_and_manufacturing,Uses,
321,"They are used mainly in applications for which isoalkanes are not acceptable for biological reasons, e.g., the production of detergents or proteins. /Higher n-Alkanes/; Solid n-alkanes (paraffin waxes) are used in a variety of applications, e.g., ... oxid",use_and_manufacturing,Uses,
322,"Undecane is a component of gasoline. Used in organic synthesis and as a solvent for inks and as a degreaser; [HSDB]; Metal Degreasing [Category: Clean]; Silk-Screen Printing [Category: Other]; Petroleum research, organic synthesis, distillation chaser.; C",use_and_manufacturing,Uses,
324,EPA Safer Chemical Functional Use Classes -> Uncategorized; Safer Chemical Classes ->  Green circle - The chemical has been verified to be of low concern,use_and_manufacturing,Uses,
